7.002598285675049,arrive,suit,7
7.002789497375488,tell,accuse,2
7.002918720245361,light,morning,2
7.0029520988464355,buy,sit,2
7.003098964691162,borrow,want,2
7.00323486328125,day,red,4
7.003804683685303,taste,see,2
7.004645824432373,pair,yes,5
7.004655361175537,ox,bull,90
7.004884719848633,flat,red,2
7.004903793334961,early,ghost,3
7.005486011505127,whistle,flute,2
7.005575656890869,push,command,3
7.005586624145508,hole,bury,4
7.005674362182617,wet,white,5
7.005762577056885,valley,part,2
7.006005764007568,buttocks,anus,2
7.006497859954834,leave,crawl,2
7.006524562835693,sickle,scythe,11
7.0069475173950195,sick,fish,7
7.007618427276611,horn,corner,18
7.008008003234863,rain,water,35
7.008156776428223,send,rule,4
7.008852958679199,name,eye,20
7.0092902183532715,break,tear,2
7.0092902183532715,break,tear,3
7.0092902183532715,tear,break,14
7.009403228759766,wound,bruise,10
7.009435653686523,bite,kill,4
7.009479999542236,imitate,explain,2
7.009556293487549,leather,dress,2
7.009564399719238,big,tall,20
7.009740352630615,choose,wear,2
7.009891033172607,angry,fear,2
7.01012659072876,wash,cold,2
7.010130882263184,exchange,barter,4
7.010621070861816,fast,hurry,19
7.010941028594971,sit,sing,3
7.011801242828369,tail,leaf,2
7.012038707733154,enough,loud,2
7.012058258056641,big,father,6
7.012085914611816,sell,horse,3
7.01221227645874,mainland,area,3
7.012573719024658,thing,load,5
7.01259183883667,run,hurry,5
7.012765407562256,stand,anchor,2
7.0132341384887695,wolf,lion,2
7.01342248916626,wool,sheep,8
7.013450622558594,carry,endure,2
7.013589382171631,leg,cup,3
7.013915538787842,say,speech,9
7.014033794403076,push,sweep,3
7.0141119956970215,door,gate,16
7.014159679412842,heavy,holy,2
7.0142340660095215,dirty,shoot,2
7.014352798461914,bone,thin,3
7.0144853591918945,hip,arm,2
7.014542579650879,part,remains,2
7.014883518218994,cloth,cloak,3
7.01501989364624,share,separate,24
7.015087127685547,put,yard,2
7.015312671661377,many,king,2
7.015322685241699,chest,cough,3
7.015420436859131,stone,heart,2
7.015851020812988,dish,pan,4
7.015880584716797,fire,wing,2
7.016059398651123,eye,knee,2
7.016820907592773,gather,join,25
7.016920566558838,earth,ash,9
7.01698112487793,clay,paint,2
7.017188549041748,master,god,10
7.0172648429870605,stand,remain,7
7.017449378967285,one,strike,2
7.0176849365234375,bring,preserve,2
7.018529415130615,join,answer,2
7.018624305725098,look,rat,2
7.018711566925049,penis,lick,7
7.018958568572998,give,smoke,2
7.019075870513916,wash,split,2
7.019343852996826,time,land,2
7.019840240478516,empty,clean,3
7.019862174987793,get,split,3
7.020394325256348,water,that,2
7.020514488220215,four,garden,2
7.020594120025635,soul,demon,8
7.0207672119140625,bridge,floor,7
7.0211567878723145,long,thick,3
7.0214643478393555,leaf,hand,3
7.0217061042785645,admit,preach,4
7.021783828735352,claw,arm,3
7.0218353271484375,weigh,measure,59
7.022121429443359,carry,split,2
7.022722244262695,walk,your,2
7.0227274894714355,arrive,pull,2
7.022830963134766,move,ride,3
7.022911071777344,burn,cook,6
7.022911071777344,cook,burn,19
7.02294921875,west,set,2
7.023046016693115,sun,head,2
7.023169994354248,count,old,2
7.023186683654785,shout,cut,2
7.0232038497924805,envy,hate,4
7.023240089416504,mouse,rat,31
7.023504734039307,fish,one,2
7.023739337921143,water,house,4
7.023873329162598,scold,threaten,5
7.023895740509033,new,cut,2
7.024784564971924,give,fish,2
7.024790287017822,stand,soul,2
7.025795936584473,twist,check,2
