6.317215442657471,push,choose,2
6.3174614906311035,daughter,boy,8
6.318513870239258,corpse,dead,6
6.318556785583496,help,preserve,2
6.319823741912842,regret,pity,8
6.319870948791504,find,recognize,2
6.319989204406738,feel,listen,9
6.319989204406738,listen,feel,2
6.320008277893066,enter,see,2
6.320364952087402,mother,mother-in-law,5
6.320364952087402,mother,mother-in-law,8
6.320364952087402,mother-in-law,mother,5
6.320662498474121,give,shoot,3
6.321270942687988,elevation,height,9
6.321857929229736,clever,wise,89
6.3223772048950195,side,face,5
6.32261323928833,refuse,forbid,12
6.322816371917725,outside,courtyard,5
6.322869300842285,have,yes,2
6.323173999786377,wife,one,2
6.324368000030518,say,cut,2
6.325145244598389,bright,clear,39
6.325437068939209,arrive,look,2
6.3259663581848145,walk,give,3
6.326193809509277,hold,build,5
6.328373432159424,hold,touch,6
6.328622341156006,pull,far,2
6.329017162322998,intention,need,2
6.3293137550354,shoulder,chest,2
6.329713344573975,throw,jump,2
6.3314008712768555,conversation,chat,2
6.331445693969727,give,share,9
6.331626892089844,person,husband,13
6.3317999839782715,pine,fir,33
6.332439422607422,watch,notice,2
6.332738876342773,side,more,2
6.33300256729126,new,not,2
6.334598064422607,guess,calculate,2
6.335013389587402,mother,one,4
6.336305141448975,full,fill,5
6.336885929107666,ask,pray,2
6.336885929107666,ask,pray,21
6.338029861450195,get,win,3
6.338373184204102,cabbage,cauliflower,16
6.338508605957031,throw,take,4
6.339078903198242,walk,run,12
6.339959621429443,hard,year,2
6.340479373931885,lend,sell,3
6.340586185455322,run,drive,2
6.3416337966918945,small,good,2
6.343198776245117,high,up,32
6.343428134918213,set,check,2
6.344149112701416,walk,follow,3
6.34462308883667,walk,leave,30
6.345829963684082,conversation,message,2
6.34717321395874,and,sister,2
6.347753524780273,sit,try,2
6.348226070404053,stupid,lazy,2
6.34944486618042,speak,language,30
6.3496575355529785,son,he,2
6.350179195404053,citizen,person,8
6.350404739379883,choose,speak,2
6.350595474243164,grandmother,grandchild,41
6.351436138153076,follow,drive,2
6.352451801300049,front,before,9
6.354338645935059,try,steal,2
6.355008125305176,they,cut,2
6.356651782989502,stand,hear,3
6.356872081756592,do,write,2
6.357357025146484,fast,soon,29
6.358635425567627,rise,jump,4
6.3596510887146,stand,remain,7
6.359820365905762,place,ground,9
6.361140727996826,fish,meat,20
